cleaned_text,label
minta min bayar ukt segera kalo urus krs,negatif
hai kak maaf atas ketidaknyamanannya terkait kendala transfer kakak alami bantu cek kakak infoin detailnya dm social media stay safe jy,negatif
hai kak maaf atas kendalanya kak keluhan kakak alami mimin tindaklankjuti silakan kakak informasikan datanya melali dm mimin jaga selalu kerahasiaan data pribadi kakak jangan infoin password ebanking klik linkemaildokumen,negatif
hari giginya kemarin ompong,negatif
jadi gimana solusinya,netral
mau kamar aesthetic nih rekomen lampu awan hisan,netral
kak shopeepay bermasalahkah mau top up muncul tulisan kalau nomerku terdaftar padahal biasannya kak,negatif
co dah padahal saldo masiha,negatif
mantap serba seribu,netral
saldonya balik min batas waktunya berakhir padahal,negatif
hi kak mohon maaf terkait kendala pd pengiriman pesanan kamu dibantu pengecekan lbh lanjut kamu melampirkan username berserta nomor pesanan melalui dm terimakasihhv,negatif
admin infokan dong aplikasi shopee suka ngilangin barang kalo laporan malah case nya close janji mau ngeinfo bantuin malah kabur email eeeehhh tutupin case hobi banget tu aplikasi ngilangin barang,negatif
gimana min,positif
cek dm,netral
bales chatku kalian,negatif
kak kelanjutannya gimana aku tadi ngisi saldo via mbanking keisi spaynyaa,negatif
cek dm,netral
cara menang ibu ibu,negatif
masa laporan tgl smp sekarang hasil,positif
jangan klik,netral
hi kak mohom maaf terkait kendala penarikan dana blu diterima bantu kendala kamu mohon infoin screenshot transaksi dm aku tunggu df,negatif
fresh mau komen,positif
barusan tf saldo app shopeepay kok masuk saldo kepotong bantuannya cc,negatif
kowk gtuuh,netral
hmmmch bikelh kufolbake y,netral
followbcckk akkw plzz akks udhhjhh spaammm likee smpi jarii ftus,negatif
demmmm tnyt luuuuu,negatif
engg inilah me,negatif
owh noo bliau sdhh mengeluarkan sifat sli,netral
kamu jelas leeeee,positif
ubur ubur ikan lele,negatif
kata lele egk sekelas sama kamu,negatif
gua kelas lele,positif
elu kelasan kelas kakap yh,positif
jangan ditag guys kelasan bukan endorse syopi,negatif
min cek dm plis,netral
promonya habis dipakai pas tanggal kembar jelasin,negatif
gtau,positif
emg sekarang tuh kalau tf sesama shopeepay klik link dlu penerima nya,negatif
lihat disini,netral
kok aku mau scan qr error gasi,negatif
hai kak maaf buat kamu nyaman terkait kendala kamu alami aku bantu yuk infoin aku detail kendala kamu dm social media sehat selalu gs,negatif
shopeepay error ta min masa aku tf shopeepay gopay tulisannya diproses mulu jam sekarang urgent banget min buat bayar kostt donggg,negatif
minta link nya koq berubah terus jam pembaruan kuotanya,netral
video lucu sekali,positif
dm dibales bales,negatif
hi kak mohon maaf bikin kakak nyaman terkait kendala kamu alami aku bantu kakak infoin detail kendala mengirimkan ss lewat dm yaa kak sehat selalu nz,negatif
diamond murah nih,negatif
setuju support terus,positif
wkwk serius ni duit ditilep bener min duitnya lumayan balesannya kaya gini nunggunya dah kerja bener lah perlu laporin pihak berwajib,negatif
sumpah speechless makasih k koinnya min,negatif
hi kak goodriddamnce maaf bikin bingung sama kendala kamu aku infoin menghubungkan akun seabank shopee dilakukan satu akun kak klo pertanyaan terkait shopee jangan sungkan dm aku sehat selalu ch,negatif
mau tanya kalo misal mau ganti akun shopee buat nyambungin seabank seabank sama trs kalo akun shopeee sblmnya disambungin akun seabank,negatif
gram sangat efektif meningkatkan kesehatan mendukung usaha kecil,positif
pihak sama sekali membantu bnr bnr cmn suruh nunggu kepastian nunggu x jam tetap masuk saldonya dong segera balikin dana nya entah,negatif
hi kak maaf bikin kamu nyaman terkait kendala transfer ewallet kamu aku bantu cek lebih lanjut kakak dm aku melampirkan ss bukti transfer dm aku kak aku tunggu terimakasih cv,negatif
dri tgl sekarang transfer ewallet dri shopeepay gopay masuk chat disuruh nunggu mulu hdh,negatif
nih aku kasih bocoran biar harga murah,negatif
syukurlah jangan sungkan konfirmasi kalo apaapa sama telkomselnya selalu siap membantu rai,positif
kontrakan kosong pintu masing lebar meter x meter tiap kamar sekat fasilitas kamar mandi didalam lingkungan bersih insyaallah aman air pdam lancar listrik watt lokasi sangiang belakang smp tangerang kota termasuk listrik air,netral
termudah cuan rumah,positif
refund ka thanks,negatif
okai min mohon diliat dm ignya,netral
refund transaksinya kak maaf cboa deh infoin nomernya dm biar dibantu cek lebih lanjut jovan,negatif
min cara cek akun shopeepay kira terhubung sama subscription gimana yaa,negatif
hi kak maaf buat kamu nyaman terkait kendala kamu aku bantu infoin detail kendala kamu sreenshot bukti top up shopeepay melalui dm instagram stay safe db,negatif
mantap,netral
bohong program penuh manipulasi,negatif
bertambah nih spayku padahal topup mau co barang weh masalahnya topupnya nominal besar,negatif
link viral shopee terbaru,negatif
silahkan cek dm,netral
hi kak maaf buat kamu khawatir terkait kendala pesanan kamu aku bantu infoin aku detail kendala kamu sreenshot kendala kamu aku melalui resmi x stay safe nv,negatif
viral janda binal full hd berikut link nya,negatif
hi kak maaf sekali buat kamu nyaman terkait kendala top up kamu alami aku bantu cek lebih lanjut mohon infoin detail kendala kamu melalui dm social media resmi shopee yaa kak stay safe ft,negatif
difollow up terus dong min hari pls sejak januari kemarin chat cs disuruh nunggu terus chat cs gopay malah jawabannya template membantu sama sekali,negatif
transfer shopeepay sedang proses terus saldo terpotong minta kembalikan,negatif
hi kak maaf atas ketidaknyamanannya aku bantu lebih lanjut infoin username shopee kamu ss bukti transaksi detail melalui dm social media kak sehat selalu terimakasih menghubungi shopeegu,negatif
siap,netral
wahhhh mantul,negatif
mantap,netral
hai kak maaf buat kamu resah terkait kendala kamu alami aku bantu cek mohon infoin detail kendala dm media sosial shopee yaxk,negatif
semoga cpet offair dmalng lgi,negatif
support terus,positif
salah apaya saldonya nya ketunda terus kalo tf kalian,negatif
janda pns viral fuul hd berikut linknya,negatif
hi kak maaf sekali buat kakak nyaman terkait kendala transfer shopeepay rekening kakak alami aku infoin kakak chat aku memberikan username bukti transaksimelalui dm social media stay healthy rl,negatif
maaf nih min transferan shopeepay bca masuk masuk kapan tau terus hari tf apk shopee bca rb bca saldo cuma tuh error shopee apa bca nya banget inii,negatif
hai kak maaf yaa terkait kendala kamu alami jangan khawatir yaa biar aku bantu lebih lanjut infoin detail kendala kamu aku melalui dm have a nice day af,negatif
jam tangan ac original,positif
karyawan baleendah bandung mau melayani pembelian qris niatnya mau beli pakai promo shopeepay serba seribu pertama kali beli pakai promo kasir bilang pakai promo alasan mendapat ijin managernya,negatif
tau berkurang kali padahal melakukan tramsaksi apapun nyoba lapor tpi relevan tolonggg,negatif
setuju,negatif
plisss video nya lucu bangetttini link nya,negatif
gimana min bca sukses masuk saldo shopeepay nya,positif
hubungi sekarang tetap mana pertanggungjawabannya,positif
abowo melindungi negeri tegas memperkuat hukum koruptor menjaga hutan,positif
terus coba cs nunggu kaya gini lama sekali apa bermasalah sistem gimana,positif
coba dibantu kemarin malam nyoba isi tap cash kaya gini terus sekarang,negatif
seokjin mau berkuda,negatif
seokjin mau sekolah,positif
seokjin mau kuliah,netral
seokjin mau belajar,positif
seokjin mau mengaca,negatif
seokjin mau pergi,negatif
seokjin mau menatap,negatif
seokjin mau pacaran,negatif
seokjin mau kehotel,positif
seokjin mau liburan,negatif
seokjin mau jajan,negatif
seokjin mau nyuci,negatif
seokjin mau masjid,netral
seokjin mau sama aku yee,negatif
seokjin mau minum,negatif
seokjin mau buka baju,negatif
halo kak aku mau nanya kalau semisal tf via shopeepay terus tf nomor terdaftar shopeepay dikarenakan typo menulis nomor uang terkirim,negatif
gong xi cai angpao na lai angpao voucher la min buat aku kan min,negatif
ni sllu error dehhh masalah jaringan lah inilahhh sumpaa yaaa padahall jaringan nya baik baik liat yt oke oke tiap mau tf sllu gini,negatif
setuju,negatif
hi kak maaf sekali buat nyaman terkait kendala kakak pengecekan lebih lanjut mohon infokan username ss kendala detail kendala dm aku tunggu yaa xh,negatif
kenapasih sih,netral
dapet makanya min,netral
bl dapet huehue,negatif
bagii min,netral
